,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
2019-09-29,13,17,66,28,16,0,0,48,0,0,45,70,0,69,0,31,52,40,25,77,37,90,66,0,0,21,0,53,72,37,45,52,30,0,69,8,24,28,45
2019-10-06,26,13,60,42,47,0,18,47,0,39,47,57,0,64,0,41,17,24,48,73,22,81,51,28,22,0,30,52,52,0,67,67,29,0,71,16,56,47,33
2019-10-13,13,20,65,28,0,0,34,52,0,0,43,78,0,64,27,28,17,31,8,70,57,80,65,27,0,0,0,50,51,0,22,61,14,28,71,23,16,31,56
2019-10-20,0,20,67,27,0,41,34,46,0,0,47,51,0,66,26,48,24,45,23,76,28,89,62,0,0,40,30,53,44,0,11,67,42,0,69,23,46,60,18
2019-10-27,0,16,65,54,0,0,0,48,0,38,46,80,38,65,26,49,41,38,8,80,35,87,60,27,0,20,0,61,37,18,11,45,14,0,68,30,46,27,34
2019-11-03,12,20,66,27,15,41,17,46,0,0,42,64,0,62,26,43,8,30,8,77,21,84,64,0,0,20,0,51,44,35,43,55,14,0,69,38,31,30,38
2019-11-10,40,17,81,29,0,0,0,47,0,0,47,81,0,65,28,31,8,43,8,77,37,87,66,0,0,21,31,54,40,19,23,58,0,56,67,32,57,55,58
2019-11-17,0,19,70,27,0,0,17,43,0,0,54,68,38,61,0,40,57,42,8,79,21,84,61,0,0,0,0,50,31,0,22,62,14,0,69,61,46,60,57
2019-11-24,36,24,76,13,0,0,0,46,0,0,46,69,0,59,0,50,32,22,30,68,27,77,70,0,0,20,0,47,30,18,11,60,14,26,75,30,23,40,38
2019-12-01,38,16,70,41,0,0,0,46,0,0,54,56,0,59,0,42,41,35,24,75,7,73,60,27,0,0,0,48,38,0,44,68,29,0,72,23,16,34,45
2019-12-08,13,13,71,15,16,44,18,45,42,0,60,66,0,57,0,43,26,29,17,70,45,68,66,0,0,44,0,49,34,0,46,67,30,0,76,25,17,24,24
2019-12-15,40,12,63,29,0,0,0,44,0,0,59,76,0,58,0,37,18,16,8,59,38,60,72,0,0,0,32,52,34,0,0,75,0,29,76,16,50,33,33
2019-12-22,0,14,68,18,0,0,0,47,0,0,51,83,0,52,0,54,32,25,0,56,18,50,95,0,0,26,0,60,41,0,28,74,18,0,79,20,10,20,26
2019-12-29,46,13,60,17,0,0,42,46,0,0,57,61,0,52,0,39,10,28,10,64,26,63,79,0,26,25,0,58,8,43,0,55,52,0,74,66,9,19,35
2020-01-05,13,23,60,14,0,0,18,44,0,0,89,81,40,57,0,45,68,28,25,67,0,72,57,0,0,0,0,48,40,0,11,49,15,0,75,40,41,24,58
2020-01-12,49,14,60,54,15,0,34,44,0,0,93,59,0,57,26,33,72,15,8,74,35,76,65,26,0,20,29,49,25,53,32,58,14,26,79,30,46,55,34
2020-01-19,38,21,65,14,15,41,35,49,0,0,100,69,0,57,27,52,17,8,31,74,35,80,53,0,0,20,0,49,25,18,44,66,43,0,71,54,63,23,61
2020-01-26,25,14,59,13,0,0,17,47,0,0,92,64,0,58,26,30,49,30,0,71,28,78,55,0,21,0,0,47,12,18,22,54,28,0,73,38,31,23,24
2020-02-02,24,18,70,13,15,0,17,43,0,0,84,61,0,54,0,24,56,34,15,78,21,78,58,26,0,0,0,48,18,18,21,56,83,0,67,15,46,30,32
2020-02-09,12,15,72,13,15,0,33,47,0,0,62,69,0,55,26,37,16,37,15,90,34,79,57,0,0,79,0,48,31,17,42,53,14,0,76,22,37,29,34
2020-02-16,24,14,65,13,14,0,33,47,0,0,54,61,0,57,0,52,31,43,7,89,40,82,65,0,0,0,0,49,42,51,31,53,0,26,65,44,22,29,33
2020-02-23,25,15,63,14,15,0,0,46,39,0,45,64,0,56,0,26,41,38,39,85,7,76,54,0,0,20,30,51,44,18,11,55,0,0,62,53,47,15,55
2020-03-01,11,12,74,12,0,0,31,49,36,0,50,57,0,65,0,47,0,38,21,87,13,83,47,0,0,19,0,46,29,32,40,53,13,0,62,14,42,31,35
2020-03-08,34,13,62,49,14,0,16,53,0,0,47,48,0,64,0,33,60,28,21,86,38,90,57,0,19,37,0,46,40,49,20,57,26,0,67,35,49,28,42
2020-03-15,0,12,60,0,0,37,0,60,0,0,38,56,0,47,24,42,45,28,0,58,51,93,50,0,0,18,27,44,34,16,10,92,26,0,50,41,35,34,24
2020-03-22,11,10,46,24,0,0,0,79,0,0,32,60,0,45,0,37,37,58,14,52,13,96,58,0,19,0,0,53,62,16,29,63,0,24,43,0,7,17,27
2020-03-29,0,9,56,12,13,0,15,73,0,0,41,64,0,54,0,39,7,39,33,61,42,95,57,0,18,34,0,49,32,30,37,65,0,23,55,32,46,26,17
2020-04-05,64,12,56,12,0,0,0,62,0,0,43,53,0,56,23,28,7,88,27,61,36,75,56,0,0,35,0,50,27,0,9,84,24,0,50,13,39,16,40
2020-04-12,11,11,55,11,0,0,15,56,66,0,48,72,0,52,0,55,14,29,40,57,18,85,62,0,0,86,0,47,37,30,0,86,0,0,58,26,39,23,36
2020-04-19,32,15,63,12,13,0,58,63,0,0,43,59,0,59,0,50,35,69,20,54,12,84,62,0,18,0,25,49,22,15,37,83,0,0,53,39,59,26,33
2020-04-26,11,14,61,23,39,35,0,64,0,0,42,68,0,64,0,53,21,45,33,60,30,87,70,23,0,0,0,49,97,15,19,87,12,0,59,46,27,3,45
2020-05-03,21,19,71,34,38,0,29,65,0,0,55,73,32,90,22,47,28,67,39,67,41,85,66,0,0,17,25,47,47,45,18,98,24,0,57,44,26,25,47
2020-05-10,21,17,74,68,25,0,14,65,33,0,52,59,32,79,22,47,27,77,7,65,35,89,69,22,18,17,25,48,68,15,9,99,36,0,63,51,19,22,48
2020-05-17,20,23,72,67,12,0,14,60,32,0,53,83,0,63,0,63,60,100,45,69,52,95,59,0,0,0,0,44,52,15,9,88,0,0,67,69,45,25,57
2020-05-24,21,16,71,12,0,0,0,68,0,0,52,84,0,64,22,59,42,79,27,74,36,90,63,0,0,34,25,45,27,15,18,100,12,0,70,71,59,36,54
2020-05-31,31,22,76,11,0,0,14,60,32,31,51,83,0,66,0,35,46,56,38,72,58,94,68,43,0,33,0,45,57,58,0,96,35,0,69,44,57,46,60
2020-06-07,21,14,79,0,13,0,29,62,0,0,58,67,0,92,0,40,35,81,39,70,41,87,67,0,0,34,0,49,32,15,9,90,12,23,73,19,26,35,46
2020-06-14,42,19,70,23,0,35,0,64,33,0,49,85,32,83,0,70,55,64,40,77,47,97,67,0,0,34,0,45,42,30,55,72,48,46,68,45,33,35,100
2020-06-21,54,16,69,23,26,0,15,59,0,0,48,67,0,67,0,39,42,56,40,75,36,96,62,0,0,18,0,46,43,31,28,72,12,0,72,53,33,39,70
2020-06-28,11,20,63,47,13,0,0,56,0,0,53,84,0,66,23,43,57,79,34,73,31,91,58,0,0,18,0,43,22,0,9,75,50,47,71,60,34,30,85
2020-07-05,11,23,65,12,13,36,0,55,35,0,51,74,0,67,0,44,37,55,55,76,31,91,65,24,0,0,0,43,39,0,19,75,0,0,79,68,34,24,65
2020-07-12,0,14,76,37,14,37,0,54,0,0,52,64,0,66,0,41,60,70,57,73,32,94,66,0,0,37,0,43,57,16,20,82,13,25,67,69,14,7,89
2020-07-19,23,16,61,50,0,38,32,55,0,0,48,96,35,69,0,42,75,66,43,70,39,93,67,0,0,56,0,44,52,16,20,76,0,0,74,77,64,38,62
2020-07-26,34,18,70,50,28,0,16,52,0,0,49,74,0,66,24,41,29,44,36,73,19,89,59,24,0,0,0,44,40,16,30,69,39,0,70,42,28,17,32
2020-08-02,11,12,60,50,14,38,0,57,0,35,52,69,35,69,48,42,67,55,29,71,51,86,61,0,0,37,0,43,57,32,20,74,13,0,73,21,28,48,62
2020-08-09,11,14,54,36,0,36,15,50,0,33,49,65,33,66,0,78,22,58,20,73,55,89,62,0,19,0,0,42,60,0,28,63,25,48,66,53,28,30,55
2020-08-16,22,14,56,23,13,0,30,51,0,0,44,68,0,69,23,51,57,53,34,74,18,84,59,0,0,18,0,42,54,31,28,64,12,0,64,73,47,36,46
2020-08-23,11,14,55,48,0,36,15,53,0,0,46,84,0,65,0,54,44,58,35,74,19,90,67,0,0,18,0,42,33,32,19,60,25,0,70,20,48,40,74
2020-08-30,33,13,55,36,53,36,0,52,0,0,41,79,0,66,0,43,42,95,41,74,49,90,62,0,0,0,26,41,49,16,28,63,25,23,66,67,27,42,34
2020-09-06,34,10,55,12,0,0,31,48,0,0,40,91,0,71,24,50,30,52,21,73,13,93,69,0,0,37,0,43,40,33,10,66,0,0,67,42,21,17,59
2020-09-13,22,16,60,36,0,0,0,46,0,0,43,86,0,68,23,38,43,60,20,72,49,92,72,23,0,53,0,42,38,47,9,61,12,0,69,53,20,30,44
2020-09-20,11,13,58,24,0,36,0,47,0,0,43,92,0,76,0,45,22,58,21,70,62,96,70,0,0,36,0,41,28,31,10,61,25,24,69,47,55,34,30
2020-09-27,11,13,49,12,0,0,15,48,70,0,41,83,34,65,0,40,7,58,28,73,44,92,69,0,19,37,0,40,73,0,59,60,13,0,70,34,21,31,40
2020-10-04,0,13,51,0,28,0,0,44,0,0,44,78,0,65,0,35,30,49,14,76,45,87,69,0,0,37,0,41,63,49,30,64,39,25,70,7,14,28,41
2020-10-11,12,12,61,0,0,0,17,49,0,0,42,64,0,66,0,25,24,41,0,74,21,80,63,0,0,41,30,43,31,0,0,66,14,0,71,30,15,37,30
2020-10-18,0,11,50,0,14,0,16,49,37,0,41,57,0,65,0,33,54,51,22,75,20,85,64,0,20,19,0,42,47,34,20,47,27,0,72,29,15,32,38
2020-10-25,12,12,51,13,14,38,32,46,0,0,41,65,0,66,24,43,45,60,51,73,32,88,66,0,0,19,0,41,17,0,40,60,66,25,75,14,22,28,57
2020-11-01,24,11,44,0,15,39,0,43,0,0,37,63,0,59,0,28,47,44,22,67,27,80,58,0,0,39,28,39,36,34,10,48,14,0,71,36,22,22,41
2020-11-08,11,13,57,63,14,38,0,45,0,0,39,89,0,59,49,37,31,50,29,67,26,80,71,0,0,56,27,38,46,17,50,65,0,0,74,56,7,71,39
2020-11-15,44,15,51,12,0,0,0,41,0,0,38,64,0,60,0,42,36,91,0,100,25,81,69,0,0,89,0,35,39,0,0,65,12,24,70,33,14,47,27
2020-11-22,11,17,55,25,0,0,16,42,0,0,42,71,0,58,24,50,52,90,21,75,26,86,72,0,0,37,0,40,63,32,40,61,52,0,80,42,49,62,37
2020-11-29,11,14,56,0,14,0,0,44,0,0,42,78,0,60,0,50,37,75,7,78,32,88,68,0,0,74,0,39,69,0,20,66,26,0,77,35,57,34,46
2020-12-06,12,16,56,38,0,0,0,47,36,35,50,90,0,59,25,45,39,87,15,71,13,83,75,0,0,19,28,39,76,0,20,73,0,0,77,71,22,36,63
2020-12-13,60,11,55,13,0,39,0,46,75,0,49,84,0,57,25,48,0,54,30,64,40,74,80,0,0,39,0,41,48,0,42,75,41,26,85,51,15,50,43
2020-12-20,0,7,57,15,0,0,19,46,44,0,50,89,0,53,0,37,9,43,17,53,24,56,95,0,0,23,0,49,35,0,24,75,16,0,79,51,0,13,25
2020-12-27,0,12,40,0,17,0,0,45,0,0,42,84,0,53,0,28,18,34,9,52,31,59,100,0,0,23,0,46,28,20,0,65,32,0,76,34,35,17,37
2021-01-03,0,11,48,13,0,40,0,46,0,37,63,85,0,56,25,32,40,29,30,55,7,75,66,26,0,0,0,38,6,17,10,47,14,0,74,15,7,33,35
2021-01-10,12,13,49,13,0,0,0,61,37,0,62,94,36,54,0,35,31,18,30,58,47,78,54,0,41,19,0,37,24,0,21,52,0,0,75,66,37,25,41
2021-01-17,35,15,53,13,14,0,33,48,37,0,63,77,36,52,0,45,31,18,22,52,40,70,56,0,0,0,0,37,18,0,20,59,27,0,70,50,15,22,35
2021-01-24,35,11,52,26,0,39,0,46,37,36,65,55,36,54,0,41,0,22,15,58,33,76,64,0,20,19,28,39,36,0,31,65,0,0,72,29,59,61,38
2021-01-31,24,14,47,0,0,0,16,44,0,36,67,68,0,54,0,30,32,29,15,59,61,74,60,0,0,0,57,38,54,17,31,51,0,0,71,22,7,18,35
2021-02-07,0,9,56,44,0,44,0,49,0,0,61,62,0,52,28,35,9,33,25,63,8,72,54,0,0,0,0,36,7,0,58,51,15,0,66,33,0,25,35
